,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958838517224028,4.008148893116287,4.975768883096484,3.5699884826285118,4.6039867311377956,4.333050274797431,2.7019761040905124,4.4194657314306465,4.313950752611212,4.5322774315169525,3.702397497304592,4.1567643737611855,4.454984528208401,4.969881352856694,3.309375791800635,4.018386656135411,2.79923641174967,3.376850489762346,4.020604199237262,4.074277291625599,4.566778771815057,4.125845578821335,3.210667752800457,4.3284356707283775,4.397771818431022,4.057940841654245,4.187874556504374,4.180297922076242,3.7778536837425953,2.9928193756145367,3.2236792854732883,3.1329797039246805,4.995409301732912,3.0131737502676037
12,4.98960562984888,4.648659739340422,4.98201280647575,3.9986178610404863,4.919653869912837,4.876795999788682,3.507437531144476,4.981904830942478,4.768199839394187,4.759906112146985,3.332232875045098,4.022694832463245,5.238430388785089,3.026808933363624,4.9758160799952265,4.021197184682871,3.366736045132802,2.8334405885744145,4.958864588587409,4.921279554765403,4.34911764059068,4.394169137461384,4.974378451412889,4.725804128513104,4.003380403481256,4.302477737673902,4.3887794847339014,4.145546578998113,4.675920214273045,5.201253085147595,1.9760085962101523,4.639067098304462,4.226026170493803,4.204011164006678
13,4.001977423661051,4.331862934366532,4.173492241568061,3.7710551787146205,4.860684322948249,4.101267660277965,4.927602691078247,4.055849203399569,4.537155379326118,4.940452903754101,3.550867444796288,3.5317711772616414,4.001201671375197,2.9792652551375203,3.973571151388329,3.4040300282193874,1.7802682545597512,2.749459502651175,2.788692689971177,4.1423910636499786,4.895744956519437,4.007963072579635,3.010224428782834,5.362444395040182,3.2968314817665196,3.9719142773361247,4.672121741242919,3.973362073367886,2.0506185921229623,4.133022183105889,0.792561545654061,3.9322895836169107,3.963518517179314,4.209266668686489
14,4.976514196060343,4.0328786442956766,4.991715802692567,3.8038626897165497,4.986226924289414,4.557039118629796,3.6609192563406925,4.61418741396943,4.534739786892889,4.652202441155941,3.638740368981953,4.149779818167583,4.9843268583300215,4.417064512408066,3.7337330168011054,4.383457454172323,2.5365155122912215,3.029926204141819,4.192287510971131,3.974915631485661,4.785853462456548,4.521385052133653,3.79452990540359,4.970673500294588,4.24371148426574,4.120720846208315,3.9560902829085203,4.286739136694189,3.8371295584567475,3.447069005775936,2.645918440851183,4.006681996368485,5.197642133513875,4.498062443981605
15,4.97486592274682,4.762189803454823,5.005669669768021,4.96997116681968,4.969302023359477,4.8773154226187,3.5716635996297437,5.0437674068175085,4.910165209586876,4.858106783461863,4.3328592089583955,3.7634095294918453,4.995054325062512,4.008335656010505,3.5270178577165394,4.313321756155779,3.2145670092831256,3.5139995347240625,4.46398801992233,3.697654248672032,4.251838648565772,4.349274203031624,3.5357608413824106,4.661086493629341,4.050126513503368,4.707688865499979,4.124813694400353,4.9798612348320495,3.323387732021568,3.386468103528937,1.8521188876875885,3.582172365426336,4.101244391894462,4.572255323509855
16,4.0081583374757,3.834628460470835,3.9919485570257303,2.903293618942502,4.557806060050257,4.23590240500613,3.121887535275407,4.003003130840897,3.906689302584086,4.443888580195838,2.764857300944739,3.652743452149047,4.029486207359988,3.573958493165433,3.9685080315592556,3.673351522540196,3.1109364707596323,2.977779632665766,3.8573397526613418,4.582132996969211,4.508223666474592,4.328613182013141,3.824481470057052,4.1997037711691565,3.4319273526292986,3.3736522707015233,3.8979841849950354,3.1628129877805784,3.8781604347871403,4.974827153262788,3.682061096749196,4.983311208528763,4.98040044120725,3.997984627829556
17,3.998181988866461,3.9974273185092413,4.0284843514213176,3.547981136407061,4.920814876241481,4.149884652019962,2.886268662494162,4.14101200644792,4.0993035062432215,4.515143382406526,3.045881845798804,3.5034531716802833,3.988741357662235,3.516426423047769,3.710153391564832,3.4979690035231292,2.356854103758188,3.947267428712961,3.2743630811176367,3.4050492345288905,4.710161929032292,3.8276113593145764,2.466365027273993,4.016949661693937,4.038099409863705,3.878252182037786,3.736447177473119,3.7160718349805433,3.1819304657604297,4.193484903631061,2.6357120209863294,3.3165747988835586,4.200776508295734,3.9636436320549397
18,4.985535131628261,4.494923242057077,4.986369661086317,3.761505040673465,4.957564502147713,4.589437595480176,2.92093599464212,4.728845384892402,4.647646426826629,4.690532874253016,3.9209955323111307,4.391722807265719,4.9985285030912,4.991838674156443,3.7822433875930797,4.538895532151146,2.7359690589463073,3.906880832861974,4.379767055349829,3.627528290527335,5.002933502311743,4.25916663776526,3.5264205746743285,4.581054512996602,4.971196725392793,4.594813158667262,4.288615014536963,4.535233866131907,4.16624570862368,3.5292551620372974,3.094509888995323,3.5075338117203105,4.689522600614265,4.276579192265368
19,4.923050305141612,4.9892578114541095,4.48610691797144,3.8940754158990787,5.343794684436869,5.016463559454177,3.3629318803043997,4.879824217161798,4.970787356056648,5.176171941220389,3.5933873973691384,4.655874493124725,4.8763140239264935,4.299249437545393,4.9771689738296345,4.015256436203678,2.8399864489542628,5.116713810183477,3.8041434839382964,4.3663670606504965,5.000083528106219,4.965242996473833,3.0143644967286933,5.004572206663633,4.979561799076478,4.607324227020481,5.018210264408937,4.32715313150356,4.307333357254721,4.872394326670478,2.988199988757696,3.8369232456988103,4.654908667967105,3.5816329835210485
20,4.727135935971509,4.972096485977925,4.471018658213888,3.9897142567447323,4.9891091850192355,4.780315048813496,3.8983517252033746,4.676552492586907,4.695296670089383,4.982536358747734,4.0166690988466955,4.0736730293652235,4.939775731766086,4.016293426557076,4.070132487136865,4.318943854921082,2.6432647774094056,3.529678431841186,4.2566566700846655,4.583507073451966,5.186068573862153,4.618294696919588,3.996740245534953,4.976671719625631,4.132544787314049,4.539206665451573,4.409777555189503,4.324873367971968,3.3547522536488126,4.646419331105007,2.990836693589856,4.7324670942022475,4.002264301417126,4.99089996583853
21,3.0896218206511623,3.966526725001792,3.1645806504795404,3.2416037525797967,3.00956703610799,2.925612604435842,2.4157324194963183,3.0215962001971013,3.4538323003708946,3.49606193511033,3.961300022174602,2.6839732142819424,3.0079046766920783,3.265055901622295,1.6550658791382442,3.193988165134881,1.3435830521048078,2.566617712253252,2.425171568856843,1.9998269086081302,3.0029932945462208,2.280870699546131,1.858896196557223,3.0107275039938344,2.9101831581541084,3.9645569262948683,3.157788169801795,3.99210148051886,1.005850190407629,2.242486209564517,1.0444043756953652,1.0085305368656785,1.244257340205613,3.0258243407484615
22,4.38388947228267,4.009773021626811,3.8009111411072545,3.311082120697486,4.37766896623196,4.167588121418005,3.983947680409968,4.036943341814585,3.999337489889543,4.348360996607583,3.459542285756531,3.8046626812513096,4.0697859428026915,3.858181206661795,3.3346062480468186,4.111565643006709,2.0775099880321486,2.898224074285613,3.003731458925339,3.91199142582843,4.462733896942389,4.968283093694715,3.403040431115823,4.975373955765318,3.4053987828082866,3.610211608723376,3.8883181521168675,3.6830365224474204,3.1429280467743865,3.346205189848282,2.3602932117337523,4.636865480408883,4.570584073310352,3.8599976760447614
23,3.7762168845362516,3.9853981077478395,3.7707656415792674,2.7960185039367196,3.751126400719548,4.15202930643477,2.0088131042029174,3.7770993107653363,3.76469715566795,3.7608034721625954,3.44114799778924,3.960844677625843,4.845100380633153,4.984771286925885,3.096052020008821,4.069273651258914,2.829891161319132,3.8902343845366074,4.335898315837881,4.239413136283745,4.4644465046271575,3.9114473860163064,3.6558730932067767,3.428763787608248,3.9973843755529916,3.869614969874263,3.2184024060368976,3.7477954683757115,3.9853548100881038,3.6283084927192366,4.97802344529638,4.003833494310278,3.0152825327812662,4.986619473711516
24,4.976188670843312,4.996298091772188,4.97916739224605,3.6981944285312234,4.9900561503662,4.9982766636398,3.5874993595388225,4.972530602047841,4.896697555706726,5.009343956319274,3.7005183453773745,4.52076150454128,5.341295923170069,4.154358697325571,4.977736580536696,4.396589441722808,3.4265821928707014,3.4956653834178706,4.854954141865249,5.298454510145755,5.196593132853026,4.735816625922508,4.969591231431021,5.003002723353306,4.4871163727345715,4.551892357557622,4.977685023399314,4.278651424304986,4.904930359126138,5.223313324871452,2.9823413242246333,5.190852018200621,4.363155496774083,4.4694019307442545
25,4.418148483206715,4.974661877164838,4.019639204597732,3.6243904472447115,4.75027897750624,4.365642300487495,3.9177801752914974,4.315489419935437,4.4936951109711645,4.98278414153256,3.9169788101562473,3.9719206878511013,4.00672206041799,3.899128271113894,3.936958964909036,3.8743995254746326,2.2641687926133143,3.720793915389435,3.142029764219139,4.238315220403939,5.142568511931023,4.475598066798992,3.112937769355092,4.976625726835888,4.041492392746318,4.351543415036413,4.979608053243058,4.029799729140048,2.8276533339324486,4.337719138020602,2.2400754521009483,4.219448918200148,3.8734878391778764,3.515943859371782
26,4.945587154370359,4.996191093894615,4.6947093945246445,4.147698119354586,4.998344376843269,4.9912984918473535,3.5859822479079018,4.980153288685798,4.816486395608903,5.014587923279055,4.023829109515651,4.29576955627979,4.933029216431031,4.527586014302206,4.291498589798064,4.359233015553433,3.255654356035702,4.08576604455774,4.18183332201829,4.503279884717921,5.13582919373881,4.9828546533733435,3.8155459326138366,5.0011429169236985,4.481755056991124,4.535234761200868,4.968467714994034,4.394300382770853,4.157198702720473,4.14791877035692,2.859739861729276,4.872531901550662,4.580572842112592,4.001725270807691
27,4.930214379900288,5.011970982643817,5.081201264166938,4.5977223096075,4.98681495581293,4.72330272697004,3.9265749459781785,4.829246988253758,4.912452182448201,5.11390543735915,4.939984277720777,4.06565771869911,4.9214736662188185,5.045212907922715,3.0054353793482083,4.866045145952247,2.632956466743328,3.4033716295079883,4.077561972054669,3.7408585166063104,5.178962344575451,4.394102409632261,3.561173056086376,4.994038619165288,4.282233740290244,4.99407313512493,4.468781400085148,5.173862760016878,2.8652712657581474,3.210301592437273,2.4640398350151003,3.7794022402147296,4.13573993599073,5.001025358316904
28,4.945262133364914,5.001751632640863,5.158018206259277,4.185661008251776,5.271214494858342,4.807835566521049,3.5432927516564647,4.945485351993454,5.094005857949068,5.197486287546168,4.311369154003966,4.514322780898024,4.978473858286583,4.998181293372974,4.079132631568763,4.569659947054359,2.985528362093021,4.26310112153155,4.185737290095849,3.9677635761913157,5.341239585868402,4.381773641052533,3.4834946286107806,4.995640630673271,4.9794562194068455,4.983075423094644,4.979461709187596,4.976576677937781,3.9728570570672037,3.9308206395529206,2.511704866963453,3.637974074425702,4.483053852573427,4.479939546274475
29,4.992514889553466,4.976986641551757,4.7938446351222295,3.9936315021191735,4.994379438640506,4.783132664701273,3.6179118346427526,4.815022565733286,4.769441648431163,4.972642286151189,4.425255830415766,4.3987214231758,4.999907432398577,4.9926336524816275,3.622397248267742,4.97731732701116,2.7586058697048434,3.7234459536367996,4.220048873501999,3.9588375275318306,5.253998228995084,4.815263962926832,3.96793331897426,4.993245876544035,4.592880490557291,4.804499813412013,4.467474712233064,4.746437677843532,3.844285879553076,3.8916807116313135,3.103206381845493,4.423709115013014,4.458102640774685,4.881277744233128
30,3.9694858407308224,3.9067164369034364,4.974806497328748,4.122450571344656,4.981688381659785,3.6993348949869214,3.2758815014704066,4.051220312602101,4.554987934959587,4.9672417185871955,3.869978707672607,3.3938411140573095,3.0468790082192783,3.993843374264044,2.5103305630959643,3.700640930016589,3.110429848776139,3.1287077233524703,3.0032688533243355,3.0378201945911543,4.004759600856989,3.008011372465031,2.224529473700715,4.002604555581341,3.5533145004285336,4.302251926037111,4.00987430497278,4.9562247158976955,2.4401668067035107,3.267065156565721,0.9845123928297671,1.462111251052849,4.396311994093362,3.700818274748296
31,4.5284370436374966,4.582201205112432,5.000865093890729,4.306043928137847,4.939232598206808,4.667720459435023,3.4804491756173674,4.763951848162378,4.958265133002374,4.8264769585611775,4.027204091429243,4.112110632861565,4.971300248924408,4.309682766239154,3.87968373736678,4.363156517590842,3.356835197409332,3.7813924110541217,4.354891956145637,3.826138247623969,4.411402530275885,4.100846473909022,3.716011581355852,4.606721767870608,4.259698088079195,4.698212567640639,4.2926627495711545,4.988416378718633,3.991206902487794,3.8715565296964076,2.004817968804378,3.4187655978013547,4.001981824512745,4.99270627600501
32,4.526566711972361,4.303875079783311,4.978169833911673,4.9583126255188565,4.684651490862054,4.797010669876217,2.9864108588180533,4.90308024298513,4.643486448765316,4.529117830664413,4.047689445353231,3.402534845826011,4.98955430623512,4.074279886570658,3.2499655169997475,3.996970193816443,3.6851107385911215,3.5147940281224117,4.595481327309616,3.694091131305688,4.001029004183603,3.985487608680254,3.390631636291448,4.0228541176094765,3.739615603714578,4.359963675058157,3.7674671110972238,4.754738677115594,3.5091765795302234,3.060588401044752,2.272926195022739,3.5917368219144183,3.9725697803747817,4.614545620325882
33,4.993331813196938,5.019466820752432,5.0016857205186405,4.619940057661059,5.38738570549154,4.98624646252628,4.948854468318592,4.983501029699071,5.1026971706081365,5.422582641946934,4.447706464232349,4.1145976075274335,5.000114545477784,4.2147914032352345,3.9665094975818325,4.562701494317954,2.741824778661037,3.2039519324839603,4.00256331455364,4.630109098829232,5.442751431893269,4.993394643531244,4.000440332763327,5.766897334019903,3.9509351770511474,4.678118515284999,4.875975126147337,4.8121368316144775,3.043836816000318,4.095347392053014,1.9833426253541888,5.019830985363246,4.758317846448525,5.196992570980139
34,4.3433376205506455,4.500463817430065,4.999755180875631,4.756793884204183,4.701691092703665,4.830186217445602,4.043826061093484,4.627948326108768,4.957030702048834,4.979448141468027,4.246139717961753,3.6928064386454293,4.974702694345279,3.8349869615202623,3.5335467251945034,3.9998334897938377,3.623358387522014,3.020774964945974,4.363908303520752,4.833839294313153,3.8587789424891192,4.165020903710341,3.9350445575303126,4.618133444578134,3.0520605668926537,4.423541525076916,4.090386530262581,4.98225447843062,3.0882353756064336,4.140404628073939,2.1662966016965512,3.685213808742788,3.742307672326634,5.077274632534884
35,4.9059450962908695,4.621658694331008,4.996392729128883,3.303201487965574,5.1023044960970525,4.544712160200079,2.8053051608822592,4.4372823346769446,4.91241704139204,4.9989966984358585,4.00583959481264,4.984557724776089,4.997686900177498,4.988521817190152,4.028540427831686,4.961093740110394,2.4439390330928026,4.210516731324332,4.093758003474199,3.5940113894266172,4.301926927760439,4.230328461372228,3.582512605194551,4.484500983420889,4.995658190667814,4.990284297567512,4.008014788288749,5.003697593787523,4.47339948585104,4.977318620594331,3.406492072504598,2.025601016958412,4.466032038904165,4.433992853088453
36,4.613503181833716,3.9983697199854116,4.978001933809407,3.6967542860029825,4.35877701184987,3.9977625137057307,4.287456802155585,4.333867244697488,4.274647948743006,4.328201118657702,3.874960772119277,3.505615317441839,4.5994682110451475,3.5801495480563963,3.111075100443548,4.491861682672396,2.4371910183434635,1.022375832495702,4.24947628729303,3.9362993172868874,4.562007380520213,3.8883519856356124,4.977868366135694,4.96699976710798,3.269924468109774,4.013513295758244,3.8195223110300596,4.281002512585031,3.236603015024781,3.1192427455164626,1.0099150210225187,4.566703873283206,4.200268459717436,4.992862132167886
37,4.997902306664271,5.11827061446397,5.003153533104214,4.707224808039467,4.892182129922796,4.850509638221567,3.780541786963971,4.979489713824338,4.873850571401122,4.997249963515624,4.952191349964532,4.007067788951723,5.070242770066873,4.971301240858702,3.0629648993145864,4.989223451981294,2.894904879123478,3.4127547053465324,4.347700304786062,3.6996697740879334,5.083204034435442,4.571952627289052,3.847970548020768,4.906385805102019,4.282805061030651,5.000553438322415,4.410225834437252,5.1253311461626865,3.16081722751559,3.209759166135612,2.560173820530351,4.242161112867798,4.055665519967629,5.092790414150984
38,4.176713753474086,3.739406861012905,4.95252197852817,3.65612486070449,4.965054645523416,4.003792858290585,2.932047431514679,4.246740249355119,4.216105579209125,4.6345415600472375,3.257537632861813,3.4510761795618174,4.007958784479104,3.973758274286628,3.364696635852683,3.569617778240046,2.7401268309433076,3.010069267273801,3.6810580177531196,3.7444701527091038,4.992520849659249,3.2634168775200467,2.9986702494399666,4.013083984953395,4.000965801619178,3.91785252994781,3.97975957286581,4.0139748041327765,3.298971248985763,3.634184696139788,2.2210175743709373,3.1110517929368173,4.641401601888278,3.886673151732306
39,4.813850669787228,4.947115662398017,5.008317005895619,4.276572878981869,5.243625079742377,4.759631601316995,3.125692717607303,4.966646557328189,4.990314874021411,4.9963183710619505,4.019706344450966,4.223473650978179,5.002946598433182,4.343275563652817,4.258944727696636,4.310526407317626,2.977499233633356,4.3103591792608995,4.382085025512716,3.5789974012810735,5.00658017697657,4.010750404080532,3.3789070290775562,4.574030000816348,4.986520485154704,4.956024205978842,4.637814150875607,4.819912691542948,4.00113202609578,4.214766299341071,2.2506521942892617,3.2993225150933627,4.073066710171744,4.486382858985587
40,4.973550522925941,4.574322968486684,5.19869805656333,4.976852272978659,4.424418728350081,4.645970272268737,3.9866003995814165,4.964052571673643,4.495654037270299,4.497722634386162,4.993897608277562,3.3429907413681104,5.014002033070195,4.712948775908429,2.049950022082473,5.213366242867609,3.533060508235872,1.7240330126646242,4.996910465092372,3.859663414449104,4.668344539857661,4.513126811263863,4.960841059874754,4.717213726476572,3.278552930504515,4.521659428396097,3.572648577894934,5.091255208596388,3.0672862728685404,2.128179568660849,2.2003982326037423,5.3156442897370315,4.122672399719565,5.971215044181314
41,4.591938404379266,4.586215563016344,4.799314890465533,4.962756641900684,4.992635526862729,4.982177445667686,3.3052613948163456,4.9763556125386454,4.907514749663251,4.833898355613657,3.8956382009833503,3.6525167023048972,4.99345372654862,3.734357970427843,3.9858288551568313,3.769176707748042,3.5101772475007595,4.146591814782809,4.3546067250938725,3.791360234898874,4.008230140337641,4.218968975189885,3.00879643941844,4.386473401742103,3.983152356328541,4.478202925745598,4.2155140660876285,4.692943836410928,3.457959053634972,3.8092070460729204,2.10623605067609,3.4506717621804333,4.124615846708746,4.3005950655375775
42,4.029692168099933,4.347366362645542,4.1791077616788845,3.99002208288902,5.00859365922539,4.341626731973471,2.9126377220400554,4.456016667159931,4.463397873100186,4.6440837559643855,3.4491306599940335,3.7625623476826067,4.12900266856136,4.181292181031227,3.834676440147357,3.6056579706940775,2.635634219398946,4.958840224839022,3.0347928761806404,3.003129095817824,4.982586958213832,3.9864451262119047,1.930420086304741,4.228023648648859,4.619930144965288,4.287514915541959,4.441282281949688,4.230721088309185,3.479746136262299,3.387416554282148,2.0136439681234846,3.09950009578148,3.9910405695860556,3.7321910661491806
43,4.284885683594349,4.272160898520788,4.2840913263024465,3.428173078890272,4.00990690922991,4.328572200187004,2.890861086586272,4.182726183752149,4.103113269140414,4.118665770211222,3.9779511223732134,3.9146924815786694,4.971989586523458,4.978471383024068,3.1506074146425114,4.222195498965032,2.464577961459648,3.365337765115473,4.102223460094368,3.916871495646621,4.794996604662838,4.095012904267582,3.5936803859196385,4.212310042222352,4.101264086272773,4.125001553691324,3.98546100623714,4.016508893390535,3.4489410418081907,2.9520278525801236,3.6095200882022547,4.174396216045212,3.591725840220948,4.39459776016772
44,4.228599170867269,4.119743184727906,4.108560815801779,3.680231712054681,4.9790096501791385,3.990932520732077,3.995527191728567,4.072884204106443,4.300647838915361,4.75499821031508,3.5771695877029535,3.653778443458829,3.7454910849478598,3.851118738521518,3.3669100451601057,3.681241496756045,1.576883205608534,3.5820165691131645,2.5315935023950416,3.003723987176182,4.9970570816975854,4.072094536685663,2.025231958411503,4.950563005391514,4.043116600454448,4.013738878306541,4.31303217546613,3.9910555691893856,2.219335027527011,3.205265070422039,1.5312256972320444,3.1572470018742584,4.589882970873408,3.665748000327142
45,4.6284539191586545,4.508334654327957,4.565096725429373,4.031604488478542,4.964487072269772,4.983071983053302,2.0336222256927527,4.94949532953795,4.660994621826164,4.571646958985683,3.0641538628643694,4.136032612697832,5.081781391526375,3.8938294260131823,4.965425601473481,3.5661416099367473,3.6244888717428454,5.131278047458201,4.515161334110953,3.9102852583693437,4.210633451335411,4.235070355336914,3.0172487207062644,3.8483092319699015,4.9072283855227825,4.318782687746332,4.395704429019129,4.037539367278358,4.997826513358011,4.6626947996842265,3.1751407770643976,3.400385003036975,4.280923396967815,3.2654569590354616
46,5.193263139069983,4.933158975687082,4.979257984918135,4.077102774683571,5.210999944300566,4.999266208904328,3.4525880255337933,5.0378234741207315,4.9719148158729745,5.0076981642548395,4.222588320084457,4.669389034794399,5.3019105590473625,5.067427319228542,4.104479608327594,4.986134976742063,3.016626819341438,4.227119505252457,4.4784098371023635,3.91445607812963,5.107918583827598,4.986231115695189,3.925020149636602,5.061721775209538,4.979658164693368,4.8662186885864145,4.536547965293913,4.843699790299054,4.4807800716156025,4.010302427299515,3.1521144607355067,4.252635884039936,4.8412501362605465,4.827738878602804
47,4.749693129040666,4.9137098459990645,4.480897303650553,4.167653042029633,4.874638063976341,4.976645555616608,3.622500490866986,4.755993412212743,4.716950761257173,4.972889796783492,4.067736418131834,4.184601612548558,4.996473868633659,4.303708994250427,4.023661391891727,4.299064391410167,2.9944163844582325,3.985170660316479,4.048486830612304,4.829040985885267,4.8582447450272195,4.976715323454306,3.801770204948748,4.813997803773934,4.003652577062698,4.476185251801436,4.422991337601419,4.446987487560102,3.7521901205695904,4.433670275598079,3.2268986656617864,4.5721093434822535,4.012744135008514,4.431441495293469
48,4.607963032595435,4.447997068667882,4.484033432764247,3.7053808193563444,4.526120574906,4.9442133587513215,2.381934369652141,4.672117170310203,4.519635324899296,4.451121713762036,3.4418657189182182,4.349525410797529,5.273052448942426,4.452804080537939,4.362585134733681,4.096117918871391,3.6096753315621584,4.435326807192623,4.6196886894861136,4.669745488024035,4.119099168679681,4.663581831833248,3.883997650132059,4.018392061499744,4.318326921721441,4.226879948802224,4.021094004997901,4.184737212280454,4.978287870547886,4.522915588098013,3.9913015095845883,4.006770632675294,4.009678287305492,4.004725695918272
